double[][] r_val = {
{0.856, 0.459, 0.827, 0.058, 0.00745, 0.522, 0.183, 0.065, 0.318, 0.836},
{0.798, 0.893, 0.827, 0.367, 0.338, 0.482, 0.859, 0.156, 0.00207, 0.682},
{0.891, 0.621, 0.647, 0.395, 0.233, 0.219, 0.35, 0.976, 0.816, 0.325},
{0.803, 0.861, 0.615, 0.416, 0.207, 0.648, 0.49, 0.92, 0.575, 0.101},
{0.49, 0.306, 0.602, 0.807, 0.894, 0.296, 0.517, 0.449, 0.535, 0.257},
{0.571, 0.918, 0.18, 0.157, 0.0711, 0.751, 0.0141, 0.656, 0.13, 0.597},
{0.503, 0.195, 0.529, 0.699, 0.174, 0.179, 0.368, 0.609, 0.104, 0.589},
{0.393, 0.608, 0.141, 0.639, 0.183, 0.555, 0.151, 0.315, 0.597, 0.137},
{0.824, 0.889, 0.134, 0.746, 0.827, 0.774, 0.126, 0.448, 0.326, 0.295},
{0.927, 0.776, 0.183, 0.24, 0.494, 0.309, 0.347, 0.281, 0.0339, 0.276},
{0.231, 0.617, 0.619, 0.635, 0.108, 0.431, 0.933, 0.371, 0.807, 0.0165},
{0.563, 0.974, 0.261, 0.664, 0.484, 0.321, 0.669, 0.655, 0.662, 0.436},
{0.32, 0.973, 0.927, 0.854, 0.368, 0.561, 0.525, 0.555, 0.0811, 0.234},
{0.0156, 0.694, 0.359, 0.602, 0.419, 0.601, 0.555, 0.574, 0.776, 0.774},
{0.873, 0.328, 0.531, 0.831, 0.901, 0.811, 0.395, 0.651, 0.0389, 0.134},
{0.606, 0.177, 0.87, 0.461, 0.738, 0.599, 0.763, 0.229, 0.471, 0.885},
{0.236, 0.807, 0.993, 0.904, 0.861, 0.934, 0.925, 0.583, 0.755, 0.54},
{0.949, 0.848, 0.941, 0.79, 0.527, 0.302, 0.104, 0.46, 0.398, 0.879},
{0.545, 0.98, 0.742, 0.93, 0.343, 0.749, 0.171, 0.48, 0.0419, 0.572},
{0.981, 0.613, 0.367, 0.308, 0.293, 0.223, 0.775, 0.0811, 0.0165, 0.592},
{0.871, 0.659, 0.783, 0.521, 0.963, 0.836, 0.27, 0.99, 0.314, 0.919},
{0.565, 0.565, 0.853, 0.675, 0.488, 0.0284, 0.391, 0.329, 0.0242, 0.954},
{0.633, 0.453, 0.29, 0.197, 0.503, 0.865, 0.678, 0.523, 0.591, 0.863},
{0.1, 0.855, 0.736, 0.404, 0.487, 0.849, 0.0375, 0.076, 0.954, 0.782},
{0.842, 0.956, 0.289, 0.964, 0.469, 0.7, 0.685, 0.164, 0.726, 0.472},
{0.861, 0.747, 0.497, 0.55, 0.995, 0.525, 0.931, 0.709, 0.118, 0.514},
{0.0265, 0.737, 0.893, 0.0971, 0.636, 0.666, 0.926, 0.296, 0.187, 0.578},
{0.0249, 0.135, 0.646, 0.0835, 0.0642, 0.313, 0.518, 0.811, 0.373, 0.667},
{0.902, 0.514, 0.795, 0.132, 0.913, 0.639, 0.838, 0.194, 0.977, 0.453},
{0.577, 0.0268, 0.809, 0.081, 0.203, 0.825, 0.0897, 0.0427, 0.405, 0.0161},
{0.138, 0.147, 0.968, 0.355, 0.114, 0.836, 0.271, 0.106, 0.527, 0.323},
{0.572, 0.787, 0.0991, 0.132, 0.265, 0.214, 0.255, 0.875, 0.491, 0.79},
{0.785, 0.374, 0.795, 0.292, 0.46, 0.469, 0.71, 0.603, 0.632, 0.115},
{0.445, 0.133, 0.109, 0.61, 0.0844, 0.881, 0.843, 0.054, 0.953, 0.379},
{0.207, 0.393, 0.068, 0.977, 0.9, 0.631, 0.823, 0.207, 0.775, 0.0743},
{0.331, 0.172, 0.1, 0.693, 0.0677, 0.22, 0.0737, 0.956, 0.748, 0.34},
{0.592, 0.729, 0.574, 0.0241, 0.582, 0.0905, 0.274, 0.562, 0.42, 0.162},
{0.602, 0.99, 0.229, 0.296, 0.187, 0.171, 0.0772, 0.22, 0.914, 0.719},
{0.385, 0.994, 0.225, 0.751, 0.0496, 0.862, 0.026, 0.688, 0.0975, 0.362},
{0.0849, 0.567, 0.876, 0.279, 0.0961, 0.598, 0.0913, 0.299, 0.817, 0.94},
{0.208, 0.454, 0.936, 0.902, 0.0131, 0.711, 0.584, 0.0658, 0.368, 0.297},
{0.652, 0.0315, 0.436, 0.613, 0.311, 0.772, 0.923, 0.836, 0.42, 0.814},
{0.116, 0.545, 0.704, 0.718, 0.752, 0.985, 0.883, 0.58, 0.00321, 0.805},
{0.154, 0.533, 0.12, 0.371, 0.681, 0.461, 0.504, 0.0011, 0.0182, 0.405},
{0.261, 0.727, 0.608, 0.382, 0.503, 0.416, 0.78, 0.596, 0.956, 0.362},
{0.9, 0.243, 0.631, 0.691, 0.587, 0.414, 0.623, 0.18, 0.151, 0.789},
{0.295, 0.326, 0.669, 0.116, 0.407, 0.783, 0.356, 0.68, 0.955, 0.494},
{0.137, 0.257, 0.773, 0.128, 0.588, 0.245, 0.162, 0.671, 0.653, 0.979},
{0.107, 0.256, 0.796, 0.426, 0.842, 0.591, 0.493, 0.743, 0.816, 0.585},
{0.24, 0.423, 0.337, 0.00454, 0.47, 0.998, 0.434, 0.274, 0.0492, 0.52},
{0.708, 0.763, 0.257, 0.298, 0.235, 0.147, 0.414, 0.609, 0.775, 0.714},
{0.569, 0.357, 0.845, 0.686, 0.9, 0.902, 0.427, 0.922, 0.74, 0.54},
{0.359, 0.594, 0.399, 0.336, 0.677, 0.688, 0.168, 0.309, 0.465, 0.418},
{0.202, 0.168, 0.974, 0.908, 0.145, 0.0945, 0.0689, 0.744, 0.706, 0.266},
{0.268, 0.228, 0.56, 0.122, 0.924, 0.454, 0.248, 0.581, 0.327, 0.528},
{0.99, 0.671, 0.764, 0.554, 0.565, 0.324, 0.816, 0.215, 0.663, 0.277},
{0.442, 0.0625, 0.388, 0.325, 0.617, 0.841, 0.799, 0.381, 0.571, 0.473},
{0.664, 0.0841, 0.913, 0.525, 0.834, 0.91, 0.169, 0.274, 0.899, 0.0199},
{0.525, 0.704, 0.024, 0.311, 0.808, 0.0454, 0.145, 0.401, 0.994, 0.693},
{0.92, 0.513, 0.768, 0.61, 0.0996, 0.478, 0.933, 0.56, 0.231, 0.343},
{0.694, 0.763, 0.847, 0.296, 0.113, 0.827, 0.561, 0.876, 0.256, 0.0578},
{0.72, 0.711, 0.824, 0.476, 0.527, 0.228, 0.313, 0.166, 0.797, 0.0867},
{0.969, 0.778, 0.753, 0.288, 0.0864, 0.3, 0.522, 0.19, 0.431, 0.437},
{0.245, 0.901, 0.826, 0.199, 0.957, 0.775, 0.178, 0.549, 0.647, 0.979},
{0.491, 0.191, 0.164, 0.357, 0.635, 0.881, 0.87, 0.0619, 0.93, 0.81},
{0.212, 0.68, 0.8, 0.962, 0.608, 0.818, 0.0628, 0.487, 0.32, 0.378},
{0.617, 0.493, 0.223, 0.987, 0.573, 0.805, 0.619, 0.32, 0.109, 0.575},
{0.519, 0.261, 0.595, 0.82, 0.0502, 0.156, 0.755, 0.247, 0.889, 0.608},
{0.915, 0.95, 0.893, 0.547, 0.624, 0.846, 0.339, 0.543, 0.168, 0.927},
{0.416, 0.59, 0.773, 0.687, 0.9, 0.829, 0.54, 0.322, 0.16, 0.933},
{0.379, 0.548, 0.907, 0.13, 0.483, 0.129, 0.35, 0.0816, 0.144, 0.479},
{0.666, 0.0979, 0.918, 0.916, 0.939, 0.399, 0.445, 0.43, 0.996, 0.409},
{0.455, 0.0538, 0.774, 0.294, 0.737, 0.19, 0.152, 0.23, 0.114, 0.493},
{0.395, 0.104, 0.712, 0.142, 0.623, 0.639, 0.045, 0.621, 0.965, 0.163},
{0.715, 0.337, 0.313, 0.478, 0.756, 0.682, 0.825, 0.574, 0.907, 0.387},
{0.6, 0.148, 0.347, 0.262, 0.178, 0.154, 0.688, 0.67, 0.772, 0.852},
{0.242, 0.339, 0.405, 0.0892, 0.87, 0.349, 0.344, 0.773, 0.928, 0.403},
{0.508, 0.769, 0.108, 0.717, 0.751, 0.694, 0.202, 0.141, 0.182, 0.317},
{0.0801, 0.348, 0.928, 0.562, 0.412, 0.189, 0.0143, 0.311, 0.924, 0.572},
{0.254, 0.495, 0.213, 0.447, 0.317, 0.195, 0.428, 0.76, 0.391, 0.721},
{0.319, 0.464, 0.0848, 0.886, 0.475, 0.934, 0.493, 0.97, 0.759, 0.391},
{0.581, 0.0659, 0.24, 0.182, 0.293, 0.804, 0.148, 0.996, 0.055, 0.668},
{0.644, 0.399, 0.573, 0.379, 0.443, 0.246, 0.0907, 0.0587, 0.557, 0.843}};
